name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Honda City i VTEC S,2015,7800,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5
Honda Brio S MT,2014,3770,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,5
Maruti Wagon R LXI CNG,2016,4680,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,5
Maruti Swift Dzire VXI,2017,7150,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Hyundai i20 Sportz 1.2,2013,4875,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Maruti Omni E 8 Str STD,2003,520,90000,Petrol,Individual,Manual,Second Owner,,,,
Maruti Wagon R AMT VXI,2018,5460,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5
Maruti Swift Dzire VXI 1.2,2017,7150,20000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5
Maruti Alto 800 LXI,2018,3510,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Maruti Swift Dzire AMT VXI BS IV,2018,9100,7800,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Maruti Swift VXI Optional,2017,6500,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Tata Hexa XE,2019,16250,15000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,7
Hyundai i20 Magna,2013,4160,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Maruti Swift Dzire VDI,2018,9100,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Maruti Wagon R VXI BS IV,2015,3770,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Toyota Corolla Altis 1.8 VL AT,2012,7150,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,5
Honda Brio S MT,2012,3445,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5
Maruti Baleno Alpha Automatic,2018,10790,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Tata Safari Storme EX,2017,10400,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7
Maruti Alto LXi,2011,2080,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Renault KWID RXT,2018,4355,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Datsun GO T BSIV,2017,4277,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,5
Maruti Vitara Brezza VDi Option,2017,10075,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Hyundai Xcent 1.2 VTVT SX,2020,6812,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5
Maruti Alto 800 LXI,2015,3185,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Hyundai i20 1.2 Sportz,2012,3575,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,5
Tata Zest Revotron 1.2 XT,2018,6760,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Maruti Swift 1.3 VXi,2008,1690,120000,Petrol,Individual,Manual,Second Owner,,,,
Nissan Sunny XL,2014,7150,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,11830,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,5
Nissan Micra Active XV S,2015,3900,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,5
Maruti Wagon R LXI Optional,2016,4550,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Mahindra Ssangyong Rexton RX5,2013,11700,70000,Diesel,Individual,Manual,First Owner,12.83 kmpl,2696 CC,162 bhp,7
Mahindra Quanto C8,2013,3900,120000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,7
Maruti Ritz LDi,2010,3250,110000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,14300,37000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Renault KWID RXT,2016,3510,44000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Maruti Ertiga VDI,2015,8320,80000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Mahindra XUV500 W4,2015,8450,125000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Maruti Eeco 5 Seater AC BSIV,2017,5329.987,13500,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5
Hyundai Santro Xing GLS,2011,2145,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Hyundai Accent GLE,2007,1040,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,5
Mahindra XUV500 W8 2WD,2012,6955,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,9100,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,7
Maruti Swift Dzire VDI,2013,7150,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Honda Amaze S CVT Petrol BSIV,2019,8840,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Hyundai i10 Sportz 1.2,2009,2600,53000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Maruti Swift Dzire VDI,2014,6500,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti Ertiga SHVS ZDI Plus,2016,13000,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Hyundai Getz 1.3 GVS,2008,1430,120000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1341 CC,82.9 bhp,5
Hyundai i20 1.2 Magna,2012,4160,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,5
Tata Indica DLS,2005,975,110000,Diesel,Individual,Manual,Second Owner,,,,
Maruti Swift LXI Optional-O,2015,4550,100000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,5
Tata Indica Vista TDI LS,2013,2210,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,10400,39000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Maruti Ignis 1.3 Alpha,2017,6500,75000,Diesel,Individual,Manual,First Owner,26.8 kmpl,1248 CC,74 bhp,5
Tata Hexa XTA,2017,17940,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7
Mahindra Marazzo M6 8Str,2019,16900,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,8
Hyundai Verna 1.6 CRDI,2013,6890,92500,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,5
Maruti Swift Dzire VDI,2012,4680,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire LDi,2012,4030,120000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Honda City i DTEC V,2015,9425,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5
Maruti Swift Dzire ZDi,2012,4420,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai Xcent 1.2 CRDi E,2017,7150,2000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,5
Toyota Fortuner 3.0 Diesel,2011,14950,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7
Tata Tiago 1.05 Revotorq XZ,2016,4940,70000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5
Nissan Sunny XL AT Special Edition,2013,4550,90000,Petrol,Individual,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6 bhp,5
Hyundai Elite i20 Magna Plus BSIV,2019,7930,2000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5
Maruti Swift Dzire VXI,2015,6825,20000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Toyota Innova 2.5 GX 7 STR,2011,6240,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,7
Mahindra Thar CRDe,2017,10140,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6
Maruti Swift Dzire ZDi,2012,4160,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Maruti Swift 1.2 DLX (Only Delhi),2014,4875,80000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Datsun GO D Petrol,2019,3900,40000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,5
Hyundai i20 Asta 1.4 CRDi,2015,6500,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Mahindra Scorpio LX,2011,5252,122358,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9
Tata Sumo Gold EX BSIII,2015,6500,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,7
Tata Tiago Wizz 1.05 Revotorq,2017,4550,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5
Tata Zest Revotron 1.2 XT,2015,4940,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Hyundai Accent GLE,2008,1494.987,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,5
Honda Brio Exclusive Edition,2014,4355,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5
Hyundai Grand i10 AT Asta,2015,6045,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Tata Manza Club Class Quadrajet90 LX,2012,3770,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,5
Maruti Alto LX,2005,1430,45000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Tata New Safari DICOR 2.2 EX 4x2,2011,5850,80000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,7
Mahindra Bolero SLE,2009,5200,170000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Mahindra Bolero DI DX 7 Seater,2007,2730,207890,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,59800,7976,Diesel,Individual,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,5
Maruti Omni E MPI STD BS IV,2016,2860,35000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8
Hyundai Grand i10 Sportz,2017,5850,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Hyundai Grand i10 Sportz,2017,5850,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Hyundai i10 Sportz AT,2013,3770,50000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,5
Maruti Swift VXI Deca,2016,6760,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Hyundai i10 Sportz AT,2011,3445,20000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,5
Maruti Swift VXI,2012,4290,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Maruti Swift VXI,2012,4290,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Mahindra Bolero 2011-2019 ZLX,2014,6629.987,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Hyundai Verna 1.6 SX VTVT (O),2014,6500,70000,Petrol,Individual,Manual,First Owner,17.1 kmpl,1591 CC,121.3 bhp,5
Hyundai i20 Active 1.2,2015,6825,50000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5
Maruti Baleno Zeta,2019,8775,16500,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5
Hyundai i20 1.2 Asta,2010,3900,70000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,5
Maruti Alto LXI,2005,1170,99361,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Swift Dzire VDI,2017,8450,25000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire VXI,2014,5317,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Hyundai Grand i10 CRDi Sportz,2015,5135,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,5
Maruti Swift 1.3 VXi,2010,2795,70000,Petrol,Individual,Manual,Second Owner,,,,
Maruti Swift Dzire VXI,2014,5200,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Chevrolet Beat LS,2012,1560,60000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,5
Tata Tigor 1.2 Revotron XZA,2018,8385,10000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,5
Maruti 800 Std,2006,1053,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4
Honda City i-DTEC VX,2017,16900,30000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5
Honda City i-DTEC VX,2017,16250,33000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5
Maruti Ertiga VXI,2013,6955,90000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,7
Nissan Terrano XV Premium 110 PS,2014,7215,80100,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,5
Honda City i VTEC VX,2014,9425,120000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5
Mahindra Willys CJ 3B 4X4,1983,3900,10000,Diesel,Individual,Manual,Third Owner,,,,
Renault KWID RXL,2016,2989.987,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,10400,160000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8
Maruti Wagon R VXI BS IV,2017,5329.987,47000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Hyundai Creta 1.4 CRDi S Plus,2018,15730,25000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,5
Tata Tiago 1.2 Revotron XZ,2017,5200,26000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,2018,6760,29000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
Maruti Baleno Zeta Automatic,2016,8450,50000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Swift ZXI ABS,2011,4225,58000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,5
Maruti Swift Dzire VXi AT,2012,5460,120000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,85.8 bhp,5
Maruti Swift LXI Option,2014,5200,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Hyundai i20 1.2 Asta,2010,3314.987,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,5
Maruti Zen LXI,2003,845,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5
Maruti Celerio LXI,2017,4563,36000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5
Toyota Innova 2.5 V Diesel 8-seater,2007,5252,120000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8
Maruti Ritz LDi,2011,2405,185000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Nissan Micra Diesel XV,2011,3250,50000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5
Maruti Zen LXI,2002,780,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5
Hyundai Verna 1.6 SX VTVT (O),2013,6500,50000,Petrol,Individual,Manual,Second Owner,17.1 kmpl,1591 CC,121.3 bhp,5
Maruti Zen Estilo LXI BSIII,2007,1105,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,5
Hyundai Santro Xing XL,2005,1105,60000,Petrol,Individual,Manual,Second Owner,,,,
Maruti Alto LX,2005,1105,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Swift Dzire ZDi,2011,3445,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Maruti A-Star Vxi,2010,1690,162000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,5
Maruti Ertiga VDI,2013,6240,110000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Maruti Swift Ldi BSIII,2008,2210,120000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,5
Nissan Micra Diesel XV,2011,3575,45000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5
Maruti Wagon R LXI,2005,1157,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5
Ford Figo Diesel Titanium,2010,2210,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5
Mahindra XUV300 W8 Option BSIV,2019,14170,16500,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,5
Hyundai Creta 1.6 CRDi AT SX Plus,2017,14300,67000,Diesel,Individual,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,5
Maruti Swift VXI BSIV,2018,7930,52000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Datsun GO T Option BSIV,2016,4355,40000,Petrol,Dealer,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,5
Hyundai Grand i10 Asta,2015,5654.987,40000,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Toyota Fortuner 2.8 2WD MT BSIV,2018,39000,35000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,7
Renault KWID RXL,2018,5070,13000,Petrol,Dealer,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,5
Honda Brio 1.2 VX MT,2012,4225,40000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,5
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,8320,10000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5
Nissan Sunny XV Special Edition,2012,5850,9000,Petrol,Dealer,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5
Toyota Etios Liva GD SP,2013,5200,70000,Diesel,Dealer,Manual,Second Owner,23.59 kmpl,1364 CC,67.06 bhp,5
Hyundai i10 Sportz,2009,2795,60000,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Renault Duster 85PS Diesel RxL,2014,7410,40000,Diesel,Dealer,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5
Mahindra XUV500 W8 2WD,2012,8840,93000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Toyota Innova 2.5 V Diesel 7-seater,2008,4225,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,7
Tata Indigo CS eGLX BS IV,2011,1950,50000,Petrol,Individual,Manual,Second Owner,15.64 kmpl,1193 CC,64.08 bhp,5
Hyundai Elantra SX AT,2013,8970,68000,Petrol,Dealer,Automatic,First Owner,14.5 kmpl,1797 CC,147.5 bhp,5
Mercedes-Benz New C-Class 220 CDI AT,2013,20150,25000,Diesel,Individual,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,5
Tata Nano STD,2012,832,18000,Petrol,Dealer,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,4
Nissan Micra Diesel XL,2013,3250,120000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5
Maruti Wagon R LXI,2005,845,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5
Maruti Swift Dzire VDI,2016,7150,60000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5
Hyundai i10 Magna,2010,1820,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Renault KWID RXT,2016,3900,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Volkswagen GTI 1.8 TSI,2016,10400,70000,Petrol,Individual,Automatic,First Owner,16.34 kmpl,1798 CC,189.3 bhp,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,34125,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,5
Lexus ES 300h,2019,66950,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5
Jaguar XF 2.0 Diesel Portfolio,2017,41600,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5
Tata Safari Storme EX,2015,6539,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7
Volvo XC40 D4 Inscription BSIV,2019,49400,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,5
Toyota Camry 2.5 Hybrid,2016,26000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5
Maruti Wagon R LXI,2013,2925,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Maruti Baleno Alpha 1.3,2018,9620,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Honda Jazz VX,2016,7150,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,9750,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Maruti Swift AMT VVT VXI,2019,8450,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Toyota Etios VX,2017,8125,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,5
Maruti Swift AMT ZXI,2018,7800,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,5850,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
BMW X4 M Sport X xDrive20d,2019,70200,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
BMW X4 M Sport X xDrive20d,2019,71500,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
Honda Amaze V CVT Petrol BSIV,2019,10127,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,2016,8385,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Volvo V40 D3 R-Design,2018,32175,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5
Hyundai i10 Magna,2010,1950,106000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Toyota Etios Liva Diesel TRD Sportivo,2012,3445,162000,Diesel,Individual,Manual,Third Owner,,,,
Honda CR-V 2.4L 4WD AT,2009,6500,120000,Petrol,Individual,Automatic,Second Owner,11.1 kmpl,2354 CC,158.8 bhp,5
Maruti Swift Dzire VDI,2015,6240,90000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Hyundai Verna 1.6 SX CRDi (O),2014,6955,70000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Toyota Innova 2.5 G1 Diesel 8-seater,2005,3250,240000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8
Maruti SX4 Celebration Diesel,2012,3900,100000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,5
Hyundai Verna XXi ABS (Petrol),2009,4420,214000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,5
Hyundai Verna CRDi SX,2009,4420,214000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,5
Maruti Alto 800 VXI,2016,3120,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Honda City i-VTEC CVT V,2018,14105,1000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5
Maruti Swift Dzire AMT VDI,2017,9750,19000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Tata Indigo LS,2012,1235,265000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,5
Maruti Eeco CNG 5 Seater AC,2020,5329.987,35000,CNG,Individual,Manual,First Owner,20.88 km/kg,1196 CC,61.7 bhp,5
Maruti Alto K10 VXI,2014,2795,80000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,5
Mahindra XUV500 AT W10 AWD,2016,16770,50000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Maruti Alto K10 LXI,2010,1950,80000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5
